original_taxon	input_genus	input_species	gtdb_accession	match_status	gtdb_species	gtdb_genus	gtdb_family	gtdb_order	gtdb_class	gtdb_phylum	gtdb_taxonomy
g__Ruminococcus.s__Ruminococcus_sp_CAG_177	g__Ruminococcus	s__Ruminococcus sp CAG 177		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_330	g__Ruminococcus	s__Ruminococcus sp CAG 330		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_353	g__Ruminococcus	s__Ruminococcus sp CAG 353		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_382	g__Ruminococcus	s__Ruminococcus sp CAG 382		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_403	g__Ruminococcus	s__Ruminococcus sp CAG 403		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_488	g__Ruminococcus	s__Ruminococcus sp CAG 488		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_563	g__Ruminococcus	s__Ruminococcus sp CAG 563		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_579	g__Ruminococcus	s__Ruminococcus sp CAG 579		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_624	g__Ruminococcus	s__Ruminococcus sp CAG 624		genus_match_only							
g__Ruminococcus.s__Ruminococcus_sp_CAG_724	g__Ruminococcus	s__Ruminococcus sp CAG 724		genus_match_only							
g__Streptococcus.s__Streptococcus_anginosus_group	g__Streptococcus	s__Streptococcus anginosus group		genus_match_only							
g__Streptococcus.s__Streptococcus_sp_A12	g__Streptococcus	s__Streptococcus sp A12		genus_match_only							
g__Streptococcus.s__Streptococcus_sp_F0442	g__Streptococcus	s__Streptococcus sp F0442		genus_match_only							
g__Succinatimonas.s__Succinatimonas_sp_CAG_777	g__Succinatimonas	s__Succinatimonas sp CAG 777		genus_match_only							
g__Sutterella.s__Sutterella_sp_CAG_351	g__Sutterella	s__Sutterella sp CAG 351		genus_match_only							
g__Sutterella.s__Sutterella_sp_CAG_397	g__Sutterella	s__Sutterella sp CAG 397		genus_match_only							
g__Sutterella.s__Sutterella_sp_CAG_521	g__Sutterella	s__Sutterella sp CAG 521		genus_match_only							
g__Tyzzerella.s__Tyzzerella_nexilis	g__Tyzzerella	s__Tyzzerella nexilis		genus_match_only							
g__Veillonella.s__Veillonella_sp_CAG_933	g__Veillonella	s__Veillonella sp CAG 933		genus_match_only							
